2026-05-16 01:19:20,627 [INFO] Starting node8 | zone=zone2 | devAddr=00000008 | mode=NORMAL | seed=453
2026-05-16 01:19:20,655 [INFO] [node8] Connected to MQTT broker (ok)
2026-05-16 01:19:21,762 [INFO] [node8] #0000 NORMAL   | T= 13.9°C H= 58.8% LW= 1.2h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:24:21,765 [INFO] [node8] #0001 NORMAL   | T= 14.4°C H= 51.8% LW= 0.4h R= 1.0mm | risk=LOW      | ok
2026-05-16 01:29:21,766 [INFO] [node8] #0002 NORMAL   | T= 13.6°C H= 49.5% LW= 1.1h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:34:21,768 [INFO] [node8] #0003 NORMAL   | T= 14.3°C H= 61.9% LW= 0.9h R= 0.3mm | risk=LOW      | ok
2026-05-16 01:39:21,770 [INFO] [node8] #0004 NORMAL   | T= 13.7°C H= 57.5% LW= 0.9h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:44:21,773 [INFO] [node8] #0005 NORMAL   | T= 14.1°C H= 59.4% LW= 1.2h R= 0.8mm | risk=LOW      | ok
2026-05-16 01:49:21,774 [INFO] [node8] #0006 NORMAL   | T= 15.0°C H= 54.1% LW= 0.1h R= 0.9mm | risk=LOW      | ok
2026-05-16 01:54:21,777 [INFO] [node8] #0007 NORMAL   | T= 14.6°C H= 61.1% LW= 0.1h R= 0.9mm | risk=LOW      | ok
2026-05-16 01:59:21,778 [INFO] [node8] #0008 NORMAL   | T= 13.9°C H= 47.7% LW= 1.4h R= 0.9mm | risk=LOW      | ok
2026-05-16 02:04:21,780 [INFO] [node8] #0009 NORMAL   | T= 14.3°C H= 64.9% LW= 1.2h R= 0.2mm | risk=LOW      | ok
2026-05-16 02:09:21,782 [INFO] [node8] #0010 NORMAL   | T= 14.9°C H= 43.0% LW= 0.6h R= 0.2mm | risk=LOW      | ok
2026-05-16 02:14:21,783 [INFO] [node8] #0011 NORMAL   | T= 14.6°C H= 44.1% LW= 1.8h R= 0.3mm | risk=LOW      | ok
2026-05-16 02:19:21,785 [INFO] [node8] #0012 NORMAL   | T= 14.7°C H= 44.5% LW= 0.7h R= 0.6mm | risk=LOW      | ok
2026-05-16 02:24:21,786 [INFO] [node8] #0013 NORMAL   | T= 15.1°C H= 49.0% LW= 1.8h R= 0.8mm | risk=LOW      | ok
2026-05-16 02:29:21,789 [INFO] [node8] #0014 NORMAL   | T= 13.8°C H= 53.0% LW= 0.3h R= 0.9mm | risk=LOW      | ok
2026-05-16 02:34:21,791 [INFO] [node8] #0015 NORMAL   | T= 15.4°C H= 43.1% LW= 1.9h R= 0.3mm | risk=LOW      | ok
2026-05-16 02:39:21,793 [INFO] [node8] #0016 NORMAL   | T= 14.8°C H= 44.5% LW= 1.8h R= 0.0mm | risk=LOW      | ok
2026-05-16 02:44:21,795 [INFO] [node8] #0017 NORMAL   | T= 14.8°C H= 55.7% LW= 0.3h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:49:21,796 [INFO] [node8] #0018 NORMAL   | T= 14.8°C H= 46.4% LW= 1.4h R= 0.8mm | risk=LOW      | ok
