2026-05-16 01:19:19,713 [INFO] Starting node5 | zone=zone1 | devAddr=00000005 | mode=NORMAL | seed=453
2026-05-16 01:19:19,762 [INFO] [node5] Connected to MQTT broker (ok)
2026-05-16 01:19:20,805 [INFO] [node5] #0000 NORMAL   | T= 13.1°C H= 41.8% LW= 0.6h R= 0.5mm | risk=LOW      | ok
2026-05-16 01:24:20,806 [INFO] [node5] #0001 NORMAL   | T= 14.3°C H= 48.7% LW= 0.8h R= 0.0mm | risk=LOW      | ok
2026-05-16 01:29:20,807 [INFO] [node5] #0002 NORMAL   | T= 14.0°C H= 45.1% LW= 0.9h R= 0.8mm | risk=LOW      | ok
2026-05-16 01:34:20,808 [INFO] [node5] #0003 NORMAL   | T= 14.3°C H= 52.7% LW= 0.6h R= 0.6mm | risk=LOW      | ok
2026-05-16 01:39:20,811 [INFO] [node5] #0004 NORMAL   | T= 14.1°C H= 56.8% LW= 1.9h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:44:20,814 [INFO] [node5] #0005 NORMAL   | T= 15.0°C H= 58.7% LW= 1.8h R= 0.2mm | risk=LOW      | ok
2026-05-16 01:49:20,815 [INFO] [node5] #0006 NORMAL   | T= 14.5°C H= 43.6% LW= 1.0h R= 0.9mm | risk=LOW      | ok
2026-05-16 01:54:20,820 [INFO] [node5] #0007 NORMAL   | T= 13.8°C H= 53.2% LW= 0.4h R= 0.6mm | risk=LOW      | ok
2026-05-16 01:59:20,821 [INFO] [node5] #0008 NORMAL   | T= 13.4°C H= 46.4% LW= 1.0h R= 0.8mm | risk=LOW      | ok
2026-05-16 02:04:20,823 [INFO] [node5] #0009 NORMAL   | T= 14.8°C H= 52.2% LW= 1.1h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:09:20,825 [INFO] [node5] #0010 NORMAL   | T= 14.6°C H= 59.8% LW= 1.7h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:14:20,826 [INFO] [node5] #0011 NORMAL   | T= 13.6°C H= 45.6% LW= 1.1h R= 0.0mm | risk=LOW      | ok
2026-05-16 02:19:20,828 [INFO] [node5] #0012 NORMAL   | T= 13.6°C H= 40.0% LW= 1.0h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:24:20,830 [INFO] [node5] #0013 NORMAL   | T= 14.0°C H= 59.5% LW= 0.6h R= 1.0mm | risk=LOW      | ok
2026-05-16 02:29:20,833 [INFO] [node5] #0014 NORMAL   | T= 14.9°C H= 44.9% LW= 1.6h R= 0.4mm | risk=LOW      | ok
2026-05-16 02:34:20,834 [INFO] [node5] #0015 NORMAL   | T= 15.1°C H= 51.4% LW= 1.1h R= 0.1mm | risk=LOW      | ok
2026-05-16 02:39:20,835 [INFO] [node5] #0016 NORMAL   | T= 14.4°C H= 61.1% LW= 0.5h R= 0.9mm | risk=LOW      | ok
2026-05-16 02:44:20,837 [INFO] [node5] #0017 NORMAL   | T= 15.3°C H= 52.0% LW= 0.6h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:49:20,838 [INFO] [node5] #0018 NORMAL   | T= 14.2°C H= 52.2% LW= 0.7h R= 0.5mm | risk=LOW      | ok
