2026-05-16 01:19:20,342 [INFO] Starting node7 | zone=zone2 | devAddr=00000007 | mode=NORMAL | seed=453
2026-05-16 01:19:20,371 [INFO] [node7] Connected to MQTT broker (ok)
2026-05-16 01:19:21,403 [INFO] [node7] #0000 NORMAL   | T= 13.6°C H= 44.4% LW= 0.6h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:24:21,404 [INFO] [node7] #0001 NORMAL   | T= 13.5°C H= 43.5% LW= 1.6h R= 0.9mm | risk=LOW      | ok
2026-05-16 01:29:21,405 [INFO] [node7] #0002 NORMAL   | T= 14.8°C H= 62.3% LW= 0.3h R= 0.7mm | risk=LOW      | ok
2026-05-16 01:34:21,406 [INFO] [node7] #0003 NORMAL   | T= 13.2°C H= 60.7% LW= 1.9h R= 0.6mm | risk=LOW      | ok
2026-05-16 01:39:21,408 [INFO] [node7] #0004 NORMAL   | T= 14.1°C H= 56.7% LW= 1.0h R= 0.5mm | risk=LOW      | ok
2026-05-16 01:44:21,409 [INFO] [node7] #0005 NORMAL   | T= 14.1°C H= 48.5% LW= 1.5h R= 1.0mm | risk=LOW      | ok
2026-05-16 01:49:21,413 [INFO] [node7] #0006 NORMAL   | T= 13.9°C H= 56.7% LW= 0.8h R= 0.1mm | risk=LOW      | ok
2026-05-16 01:54:21,414 [INFO] [node7] #0007 NORMAL   | T= 13.8°C H= 60.6% LW= 1.2h R= 0.6mm | risk=LOW      | ok
2026-05-16 01:59:21,418 [INFO] [node7] #0008 NORMAL   | T= 13.4°C H= 47.0% LW= 0.3h R= 0.1mm | risk=LOW      | ok
2026-05-16 02:04:21,425 [INFO] [node7] #0009 NORMAL   | T= 15.1°C H= 45.1% LW= 1.8h R= 0.5mm | risk=LOW      | ok
2026-05-16 02:09:21,427 [INFO] [node7] #0010 NORMAL   | T= 14.9°C H= 43.9% LW= 0.8h R= 0.1mm | risk=LOW      | ok
2026-05-16 02:14:21,429 [INFO] [node7] #0011 NORMAL   | T= 14.2°C H= 63.2% LW= 1.5h R= 0.9mm | risk=LOW      | ok
2026-05-16 02:19:21,430 [INFO] [node7] #0012 NORMAL   | T= 14.0°C H= 59.5% LW= 1.4h R= 0.7mm | risk=LOW      | ok
2026-05-16 02:24:21,433 [INFO] [node7] #0013 NORMAL   | T= 13.3°C H= 47.0% LW= 1.5h R= 0.8mm | risk=LOW      | ok
2026-05-16 02:29:21,435 [INFO] [node7] #0014 NORMAL   | T= 14.1°C H= 62.3% LW= 0.6h R= 0.2mm | risk=LOW      | ok
2026-05-16 02:34:21,437 [INFO] [node7] #0015 NORMAL   | T= 14.6°C H= 50.2% LW= 0.7h R= 0.3mm | risk=LOW      | ok
2026-05-16 02:39:21,439 [INFO] [node7] #0016 NORMAL   | T= 14.6°C H= 59.9% LW= 0.1h R= 0.8mm | risk=LOW      | ok
2026-05-16 02:44:21,441 [INFO] [node7] #0017 NORMAL   | T= 15.3°C H= 53.2% LW= 1.7h R= 0.6mm | risk=LOW      | ok
2026-05-16 02:49:21,444 [INFO] [node7] #0018 NORMAL   | T= 15.0°C H= 59.7% LW= 0.6h R= 0.1mm | risk=LOW      | ok
